rowid;inst_name_full;country.name;year;region;inst_type;mfiname;asofdate;inst_num;year_founded;permfi;mfiid;diamonds;assets;numborrs;numborrsind;numborrsgrp;numborrsshg;numloans;numloansind;numloansgrp;numloansshg;loanport;loanportind;loanportgrp;loanportshg;avgbalnc;avgbalncpinc;avgloanpbpinc;oss;frpa;fepa;oepa;cpb;cpl;par30;par90;writeoffratio;loanlossrate;maxdiamonds;regular_case;log_par30;log_par90;age;share_grp;log_avg_loan;log_ass_loan;log_numborrs;wdi_gdpgrowth;wdi_rural;wdi_laborforce;wdi_fdi;wdi_manufac;wdi_agricul;wdi_remittances;wdi_gini;wdi_inflation;wdi_privcredit;wdi_bankdens;wdi_atmdens;db_getcredit;db_enfcontract;db_registprop;wgi_cor;wgi_eff;wgi_reg;wgi_acc;wgi_law;wgi_sta;wdi_gdp;wdi_gdp_sq;swiid_gini;hdi;hdi_sq;efi_score;fgi_econ;fgi_ineq;cooperation;coop_srvy_years
1384;Kasanyangan-Mindanao Foundation, Inc.;Philippines;2010;East Asia and the Pacific;NGO;KCCDFI;2010-12-31;453;2002;1;101523;4;4606129,87;24299;0;0;0;24812;24812;0;0;3380168,73;3380168,730;0,00000;0,00;136,23;0,0663;0,0677;1,0790;0,4434;0,0475;0,3462;63,0324;62,1232;0,039100;0,024400;0,0000;-0,0066;4;TRUE;-3,24163281199081688;-3,7131721466829810;8;0,00000000000000e+00;4,91435350023857;3,09462368465220e-01;10,09819047621849;5,41803030350513026;54,66800000000000;63,128;0,513698459477041;21,91920171638270;13,748865052421699;10,3454266675731006;NA;3,7898363479758999;28,33247881077780;7,546813540566690;15,1065248611642993;25,0;50,6;62,7;-0,78112399578094505;0,077965676784515395;-0,215251356363297008;-0,039045549929141998;-0,55379360914230302;-1,650759577751159890;5876,47814033973;34532995,33389069;41,7;0,674;0,454276;56,30000000;5,8;7,4;7,01363085228845;"2001; 2012; 2019"
1385;Kasanyangan-Mindanao Foundation, Inc.;Philippines;2011;East Asia and the Pacific;NGO;KCCDFI;2011-12-31;453;2002;1;101523;4;5935347,97;30253;0;0;0;30376;30376;0;0;4461587,58;4461587,580;0,00000;0,00;146,88;0,0671;0,0674;1,0560;0,4573;0,0490;0,3696;70,4756;69,3711;0,170900;0,048700;0,0119;0,0087;4;TRUE;-1,76667668886059182;-3,0220762488935931;9;0,00000000000000e+00;4,98960711838726;2,85420994168393e-01;10,31735063209534;2,02421992128356010;54,47800000000000;64,050;0,856962270930210;21,70432695257400;14,095735151082300;9,8428520870007397;NA;4,7184170471841602;30,49763975065500;7,657381176268340;16,8046172447693003;25,0;50,6;62,7;-0,68503481149673495;0,198170110583304998;-0,160969600081444009;-0,019902653992176101;-0,50638926029205300;-1,392181634902950105;5995,43098152636;35945192,65424613;41,6;0,679;0,461041;56,20000000;5,6;7,1;7,01363085228845;"2001; 2012; 2019"
1386;Kasanyangan-Mindanao Foundation, Inc.;Philippines;2014;East Asia and the Pacific;NGO;KCCDFI;2014-12-31;453;2002;1;101523;2;7787318,02;29225;0;0;0;29225;0;0;0;5437741,78;5437741,780;0,00000;0,00;NA;NA;0,0569;NA;NA;NA;NA;NA;NA;0,052300;0,041000;NA;NA;4;TRUE;-2,95075890791125994;-3,1941832122778293;12;0,00000000000000e+00;5,22609463233761;3,59132654908625e-01;10,28277978634027;4,64233602902741982;53,90700000000000;64,120;1,929377227142620;20,57508399073960;12,271681621144600;9,6445087836337198;NA;3,5978234386421000;37,57828380496230;8,616382660866000;23,1843178231255997;50,0;48,7;62,7;-0,43945306539535500;0,324305802583694014;0,077303528785705594;0,159282863140106007;-0,36928057670593301;-0,713820934295653964;6917,74914985503;47855253,30031998;41,1;0,696;0,484416;60,10000000;5,7;6,3;7,01363085228845;"2001; 2012; 2019"
1387;Kashf Foundation;Pakistan;2008;South Asia;NGO;Kashf Foundation;2008-12-31;469;1996;1;100305;4;62978545,65;313512;313512;0;0;411709;411708;0;0;44230466,32;44230466,320;0,00000;0,00;107,43;0,1143;0,1501;0,6213;0,2722;0,0706;0,1031;21,8301;16,7971;0,041200;0,003300;0,0091;0,0091;4;TRUE;-3,18931702262665651;-5,7138328105097029;12;0,00000000000000e+00;4,67685232476210;3,53380288259768e-01;12,65559291583451;-0,49058821358912003;65,41000000000000;51,523;3,197360001699600;14,78585929459670;22,500266033150599;4,1386938308134402;NA;20,2861210929554012;28,73378016562110;8,327944923613151;3,3947645574660101;NA;NA;NA;-0,89914917945861805;-0,731442809104918990;-0,599021852016448975;-0,838403463363647017;-0,97261369228363004;-2,573009490966799984;4061,88650675956;16498921,99379538;34,6;0,498;0,248004;55,57431869;6,2;8,8;9,26237703645189;"2001; 2012; 2018"
1388;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2008;Eastern Europe and Central Asia;NGO;Bereke;2008-12-31;140;2003;1;100416;4;3844625,20;4923;396;4527;0;4923;396;4527;0;2838315,21;571126,790;2267188,43000;0,00;576,54;0,0939;0,0939;1,1905;0,3668;0,0479;0,2037;162,7956;162,7956;0,020700;0,010400;0,0012;0,0012;4;TRUE;-3,87762157871081348;-4,5659494728348102;5;7,98779646464989e-01;6,35704781842965;3,03465480739646e-01;8,50167337975820;1,38323631640471989;43,31800000000000;77,824;12,603932459159600;11,77388969851660;5,315803246552190;0,0941014914670833;28,5;17,1398997772069990;49,64742318422452;3,467692236645650;51,9653687578100971;37,5;67,7;73,3;-0,98064148426055897;-0,523493051528930997;-0,294380694627762007;-1,092260360717770107;-0,92638599872589100;0,626638472080231046;19770,21664815410;390861466,31494951;28,9;0,758;0,574564;61,11223490;6,0;6,5;8,02222333768611;"2011; 2018"
1389;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2009;Eastern Europe and Central Asia;NGO;Bereke;2009-12-31;140;2003;1;100416;4;3139752,50;6028;788;5240;0;6033;793;5240;0;2761278,75;843515,530;1917763,22000;0,00;457,70;0,0666;0,0666;1,2794;0,3225;0,0335;0,1995;127,2638;127,2057;0,013900;0,010600;0,0128;0,0128;4;TRUE;-4,27586643884549122;-4,5469012778641158;6;6,94519964708380e-01;6,12620476717261;1,28450087508426e-01;8,70417055974639;-0,78644220441962898;43,24500000000000;77,565;12,380586215738999;10,87215356715720;6,146884986500480;0,1718875109962690;28,2;7,3160785828858703;50,26992098118958;3,365933598463240;56,8695722788897982;43,8;67,7;85,3;-0,93151855468750000;-0,439333319664001021;-0,268264323472977018;-1,075599074363710050;-0,72344106435775801;0,776816248893738015;19614,73532052780;384737841,69436085;28,4;0,761;0,579121;60,10621237;6,4;6,4;8,02222333768611;"2011; 2018"
1390;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2010;Eastern Europe and Central Asia;NGO;Bereke;2010-12-31;140;2003;1;100416;4;4335443,94;6954;0;0;0;6954;1026;5928;0;3976326,16;1134408,450;2841917,71000;0,00;571,80;0,0679;0,0679;1,4996;0,4229;0,0353;0,2567;147,8239;147,7670;0,004700;0,003800;0,0089;-0,0203;4;TRUE;-5,36019277026612428;-5,5727542122497971;7;7,14709406534196e-01;6,34879656301950;8,64656956706008e-02;8,84707231256781;5,79422511110290017;43,17300000000000;77,335;5,036306282880470;11,32131821583690;4,510527529556140;0,1523541197822530;28,0;7,4004635674211396;39,29591691193002;3,259208393139270;61,3521777965943969;43,8;67,7;85,3;-1,00106000900268999;-0,492326557636260986;-0,283094167709350975;-1,132256269454960051;-0,69563972949981701;0,522971808910369984;20751,25723994620;430614677,03841960;28,1;0,767;0,588289;61,00000000;6,7;6,2;8,02222333768611;"2011; 2018"
1391;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2011;Eastern Europe and Central Asia;NGO;Bereke;2011-12-31;140;2003;1;100416;4;6043308,45;7580;0;0;0;7580;940;6640;0;5568519,99;1785947,700;3782572,29000;0,00;734,63;0,0796;0,0796;1,5463;0,4208;0,0359;0,2349;167,7472;167,7472;0,003700;0,001600;0,0029;-0,0012;4;TRUE;-5,59942245933195792;-6,4377516497364011;8;6,79277850630469e-01;6,59937138700811;8,18223109250841e-02;8,93326847863642;5,87350766217400988;43,10000000000000;77,203;7,143508789835570;11,08657422148990;4,988974155757600;0,0932936450918767;28,0;8,4248876191979498;35,14403295344469;3,323817308299240;64,7984576209297956;43,8;67,7;85,3;-0,99668490886688199;-0,510849118232727051;-0,235385775566100991;-1,121369481086730069;-0,64163380861282304;-0,338570564985274991;21970,08392393190;482684587,62461090;27,9;0,775;0,600625;62,10000000;6,2;5,9;8,02222333768611;"2011; 2018"
1392;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2012;Eastern Europe and Central Asia;NGO;Bereke;2012-12-31;140;2003;1;100416;3;8443892,92;7946;0;0;0;7946;1333;6613;0;7425166,75;3135893,270;4289273,48000;0,00;934,45;0,1013;0,1013;1,5752;0,4186;NA;0,2657;247,9457;247,9457;0,013500;0,010500;0,0027;0,0027;4;TRUE;-4,30506559353775309;-4,5563800218186596;9;5,77666956772385e-01;6,83996176393878;1,28568306362874e-01;8,98042393637454;3,33405607044030994;43,02700000000000;77,186;6,561648211459730;11,08079904313710;4,288330156298330;0,1360513442430710;28,2;5,0979148497581797;35,88354072870579;3,288856371917510;68,5667116381453070;43,8;68,3;85,3;-0,92126578092575095;-0,524907648563385010;-0,390580028295517023;-1,176720738410949929;-0,77289903163909901;-0,408455014228821023;22702,57884067860;515407086,01722777;27,7;0,783;0,613089;63,60000000;6,5;5,6;8,02222333768611;"2011; 2018"
1393;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2013;Eastern Europe and Central Asia;NGO;Bereke;2013-12-31;140;2003;1;100416;3;9260678,94;7169;0;0;0;7169;1836;5333;0;7141778,79;3827471,850;3314306,94000;0,00;996,20;0,1080;0,1080;1,5585;0,3681;0,0562;0,1589;186,0984;186,0984;0,025700;0,019000;0,0154;0,0154;4;TRUE;-3,66126428708096308;-3,9633162998156970;10;4,64073032427262e-01;6,90395097968721;2,59815490048955e-01;8,87752145385287;4,48511703481149038;42,95400000000000;77,258;4,230698009816900;10,63497383433310;4,503545569627110;0,1442755792269190;27,1;5,8464091732045897;34,86671228931419;3,273856953699710;70,5531913219181064;50,0;68,3;85,3;-0,93091529607772805;-0,620747625827788974;-0,375282853841782005;-1,242598891258239968;-0,71620380878448497;-0,402473896741867010;23720,81607160340;562677115,10283816;27,5;0,792;0,627264;63,00000000;6,2;5,3;8,02222333768611;"2011; 2018"
1394;Kazakhstan Microcredit Organization Bereke;Kazakhstan;2014;Eastern Europe and Central Asia;NGO;Bereke;2014-12-31;140;2003;1;100416;2;6400005,47;5523;0;0;0;5523;1947;3576;0;5987255,01;3981375,230;2005879,78000;0,00;1084,06;0,0939;0,0939;1,2851;0,3064;0,0421;0,1809;223,2625;223,2625;0,037000;0,034300;0,0035;0,0035;4;TRUE;-3,29683736633791247;-3,3726099248102428;11;3,35024944928811e-01;6,98846713305277;6,66658000630765e-02;8,61667646990119;2,67672092464575018;42,88200000000000;77,294;3,300631726662180;10,31824362784830;4,329552461644730;0,1812794786760930;27,0;6,7065782909272604;33,52664210933175;3,386591724702790;72,0022249829418968;50,0;68,3;87,9;-0,82542943954467796;-0,074625477194786100;-0,239125564694404991;-1,183916449546809968;-0,60933089256286599;0,036018155515193898;24355,75611888870;593202856,12278438;27,4;0,799;0,638401;63,70000000;5,9;5,0;8,02222333768611;"2011; 2018"
1395;Kazama Grameen, Inc.;Philippines;2008;East Asia and the Pacific;NGO;Kazama Grameen;2008-12-31;471;2001;1;101110;4;3367467,17;21757;0;0;0;26462;0;26462;0;2524365,35;0,000;2524365,35000;0,00;95,40;0,0561;0,0683;1,0052;0,3705;0,0118;0,3130;51,4839;42,6384;0,065800;0,059300;0,0574;0,0574;4;TRUE;-2,72113544065086543;-2,8251459729784578;7;1,00000000000000e+00;4,55803522196175;2,88171195583012e-01;9,98769082381820;2,41093432953198006;54,54500000000000;62,715;0,737800788965931;23,26866767775520;14,516074757313399;10,3789215725364006;NA;8,2604470359572595;27,87606106091570;7,567193169970900;13,1723953966144993;25,0;50,6;62,9;-0,77809512615203902;0,062923483550548595;-0,079146675765514402;-0,138752609491347989;-0,55022186040878296;-1,779236316680909979;5596,91304505301;31325435,63388456;41,9;0,668;0,446224;55,96329499;5,9;7,6;7,01363085228845;"2001; 2012; 2019"
1396;Kazama Grameen, Inc.;Philippines;2009;East Asia and the Pacific;NGO;Kazama Grameen;2009-12-31;471;2001;1;101110;4;4047624,04;26082;0;26082;0;29577;0;29577;0;2754467,10;0,000;2754467,10000;0,00;93,13;0,0520;0,0590;1,0020;0,3417;0,0170;0,3240;50,2144;42,8667;0,000000;0,000000;0,0000;0,0000;4;TRUE;-9,90348755253612723;-9,9034875525361272;8;1,00000000000000e+00;4,53398224048894;3,84906058410081e-01;10,16900070021685;-0,40130043344842597;54,62900000000000;63,141;1,173248507746800;21,73861439141970;14,540213315315199;11,3422590430749004;46,3;4,2190305206462702;27,89666841531380;7,486176906840230;14,0084257252333000;25,0;50,6;62,7;-0,78673923015594505;0,034502875059843098;-0,112535633146763001;-0,027749272063374499;-0,57499730587005604;-1,728763222694400081;5574,45260874348;31074521,88712699;41,9;0,667;0,444889;56,78415551;6,0;7,6;7,01363085228845;"2001; 2012; 2019"
1397;Kazama Grameen, Inc.;Philippines;2010;East Asia and the Pacific;NGO;Kazama Grameen;2010-12-31;471;2001;1;101110;4;3602365,98;27811;0;0;0;32492;0;32492;0;3392526,39;0,000;3392526,39000;0,00;104,41;0,0508;0,0593;1,0161;0,4241;0,0268;0,3693;52,4247;45,5191;0,000000;0,000000;0,0265;0,0265;4;TRUE;-9,90348755253612723;-9,9034875525361272;9;1,00000000000000e+00;4,64833626541416;6,00159546357069e-02;10,23318690486991;5,41803030350513026;54,66800000000000;63,128;0,513698459477041;21,91920171638270;13,748865052421699;10,3454266675731006;NA;3,7898363479758999;28,33247881077780;7,546813540566690;15,1065248611642993;25,0;50,6;62,7;-0,78112399578094505;0,077965676784515395;-0,215251356363297008;-0,039045549929141998;-0,55379360914230302;-1,650759577751159890;5876,47814033973;34532995,33389069;41,7;0,674;0,454276;56,30000000;5,8;7,4;7,01363085228845;"2001; 2012; 2019"
1398;Kazama Grameen, Inc.;Philippines;2011;East Asia and the Pacific;NGO;Kazama Grameen;2011-12-31;471;2001;1;101110;4;3859625,80;28714;0;0;0;31773;0;31773;0;3506801,51;0,000;3506801,51000;0,00;110,37;0,0504;0,0558;1,0035;0,4571;0,0330;0,4006;55,1801;48,8352;0,094000;0,076600;0,0000;0,0000;4;TRUE;-2,36446049671213299;-2,5691582022355912;10;1,00000000000000e+00;4,70384277777669;9,58658644480879e-02;10,26514008768764;2,02421992128356010;54,47800000000000;64,050;0,856962270930210;21,70432695257400;14,095735151082300;9,8428520870007397;NA;4,7184170471841602;30,49763975065500;7,657381176268340;16,8046172447693003;25,0;50,6;62,7;-0,68503481149673495;0,198170110583304998;-0,160969600081444009;-0,019902653992176101;-0,50638926029205300;-1,392181634902950105;5995,43098152636;35945192,65424613;41,6;0,679;0,461041;56,20000000;5,6;7,1;7,01363085228845;"2001; 2012; 2019"
1399;Kazama Grameen, Inc.;Philippines;2013;East Asia and the Pacific;NGO;Kazama Grameen;2013-12-31;471;2001;1;101110;4;4061807,48;27245;0;0;0;29062;503;28559;0;3898667,07;169555,500;3898667,07000;0,00;134,15;0,0613;0,0654;1,0287;0,4491;0,0417;0,3752;59,0718;50,7132;0,140800;0,131500;0,0000;0,0000;4;TRUE;-1,96041483525819493;-2,0287484273643179;12;9,56509366674390e-01;4,89895851787711;4,09933488697787e-02;10,21262529701720;4,96480133626616027;54,09700000000000;63,324;1,316426848992120;20,43449876577200;12,473425104412501;9,4105612978015394;NA;2,5826876614179701;34,33572790701150;8,240554164818480;21,9255176734687005;50,0;50,6;62,7;-0,37990435957908603;0,211859419941901994;0,023147568106651299;0,006347129121422770;-0,46873018145561202;-1,084253191947939898;6610,85122176178;43703353,87626922;41,3;0,692;0,478864;58,20000000;5,6;6,5;7,01363085228845;"2001; 2012; 2019"
1400;Kazama Grameen, Inc.;Philippines;2014;East Asia and the Pacific;NGO;Kazama Grameen;2014-12-31;471;2001;1;101110;2;3724886,38;25293;0;0;0;29900;700;29200;0;3456894,25;213694,750;3243199,51000;0,00;115,62;0,0354;0,0418;1,0185;0,3751;0,0276;0,3181;47,3449;42,4352;0,155300;0,145000;NA;0,0000;4;TRUE;-1,86239654882749561;-1,9310215365615624;13;9,38183023677973e-01;4,75026736895007;7,46657789883328e-02;10,13828295659078;4,64233602902741982;53,90700000000000;64,120;1,929377227142620;20,57508399073960;12,271681621144600;9,6445087836337198;NA;3,5978234386421000;37,57828380496230;8,616382660866000;23,1843178231255997;50,0;48,7;62,7;-0,43945306539535500;0,324305802583694014;0,077303528785705594;0,159282863140106007;-0,36928057670593301;-0,713820934295653964;6917,74914985503;47855253,30031998;41,1;0,696;0,484416;60,10000000;5,7;6,3;7,01363085228845;"2001; 2012; 2019"
1401;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2008;Eastern Europe and Central Asia;NBFI;KMF;2008-12-31;458;1996;1;100571;4;51866424,38;26711;8137;18574;0;27022;8318;18704;0;45397398,20;25074006,770;20323391,43000;0,00;1680,02;0,2736;0,2768;1,0868;0,3641;0,1104;0,1601;333,8095;326,7544;0,039600;0,028200;0,0722;0,0722;4;TRUE;-3,22892616072170213;-3,5684333010380693;12;4,47677449277258e-01;7,42655872497944;1,33216856693439e-01;10,19283074456454;1,38323631640471989;43,31800000000000;77,824;12,603932459159600;11,77388969851660;5,315803246552190;0,0941014914670833;28,5;17,1398997772069990;49,64742318422452;3,467692236645650;51,9653687578100971;37,5;67,7;73,3;-0,98064148426055897;-0,523493051528930997;-0,294380694627762007;-1,092260360717770107;-0,92638599872589100;0,626638472080231046;19770,21664815410;390861466,31494951;28,9;0,758;0,574564;61,11223490;6,0;6,5;8,02222333768611;"2011; 2018"
1402;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2009;Eastern Europe and Central Asia;NBFI;KMF;2009-12-31;458;1996;1;100571;4;48375776,36;23693;7775;15918;0;23962;7919;16043;0;31197164,03;14213869,990;16983294,04000;0,00;1301,94;0,1894;0,1915;1,1629;0,2757;0,0890;0,1363;271,0715;267,9877;0,065500;0,057600;0,0304;0,0209;4;TRUE;-2,72570513634093059;-2,8542327112802917;13;5,44385830188553e-01;7,17161323097417;4,38672005796952e-01;10,07293492484648;-0,78644220441962898;43,24500000000000;77,565;12,380586215738999;10,87215356715720;6,146884986500480;0,1718875109962690;28,2;7,3160785828858703;50,26992098118958;3,365933598463240;56,8695722788897982;43,8;67,7;85,3;-0,93151855468750000;-0,439333319664001021;-0,268264323472977018;-1,075599074363710050;-0,72344106435775801;0,776816248893738015;19614,73532052780;384737841,69436085;28,4;0,761;0,579121;60,10621237;6,4;6,4;8,02222333768611;"2011; 2018"
1403;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2010;Eastern Europe and Central Asia;NBFI;KMF;2010-12-31;458;1996;1;100571;4;44308173,79;30322;0;0;0;30740;9789;20951;0;36461697,22;17643367,280;18818329,94000;0,00;1186,13;0,1408;0,1428;1,4394;0,3313;0,0682;0,1689;289,8866;286,2459;0,028800;0,027600;0,0096;0,0096;4;TRUE;-3,54737989184023705;-3,5899395062590327;14;5,16112286996826e-01;7,07845285923077;1,94906851604424e-01;10,31962880064153;5,79422511110290017;43,17300000000000;77,335;5,036306282880470;11,32131821583690;4,510527529556140;0,1523541197822530;28,0;7,4004635674211396;39,29591691193002;3,259208393139270;61,3521777965943969;43,8;67,7;85,3;-1,00106000900268999;-0,492326557636260986;-0,283094167709350975;-1,132256269454960051;-0,69563972949981701;0,522971808910369984;20751,25723994620;430614677,03841960;28,1;0,767;0,588289;61,00000000;6,7;6,2;8,02222333768611;"2011; 2018"
1404;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2011;Eastern Europe and Central Asia;NBFI;KMF;2011-12-31;458;1996;1;100571;4;61541643,65;45992;0;0;0;46612;14687;31925;0;52542923,54;24077851,130;28465072,41000;0,00;1127,24;0,1222;0,1238;1,2446;0,3733;0,0721;0,2322;322,0501;317,7284;0,012000;0,010900;0,0098;0,0098;4;TRUE;-4,42284862919413690;-4,5189924897470393;15;5,41748926253219e-01;7,02752768706114;1,58083651391990e-01;10,73622274730313;5,87350766217400988;43,10000000000000;77,203;7,143508789835570;11,08657422148990;4,988974155757600;0,0932936450918767;28,0;8,4248876191979498;35,14403295344469;3,323817308299240;64,7984576209297956;43,8;67,7;85,3;-0,99668490886688199;-0,510849118232727051;-0,235385775566100991;-1,121369481086730069;-0,64163380861282304;-0,338570564985274991;21970,08392393190;482684587,62461090;27,9;0,775;0,600625;62,10000000;6,2;5,9;8,02222333768611;"2011; 2018"
1405;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2012;Eastern Europe and Central Asia;NBFI;KMF;2012-12-31;458;1996;1;100571;4;104254998,67;73652;0;0;0;75009;21913;53096;0;82459224,34;34745427,730;47713796,61000;0,00;1099,32;0,1191;0,1213;1,2450;0,3778;0,0822;0,2253;312,2185;307,1433;0,012100;0,009900;0,0018;0,0018;4;TRUE;-4,41454982637944138;-4,6152205218415929;16;5,78635040432397e-01;7,00245109337964;2,34535887667911e-01;11,20710657698711;3,33405607044030994;43,02700000000000;77,186;6,561648211459730;11,08079904313710;4,288330156298330;0,1360513442430710;28,2;5,0979148497581797;35,88354072870579;3,288856371917510;68,5667116381453070;43,8;68,3;85,3;-0,92126578092575095;-0,524907648563385010;-0,390580028295517023;-1,176720738410949929;-0,77289903163909901;-0,408455014228821023;22702,57884067860;515407086,01722777;27,7;0,783;0,613089;63,60000000;6,5;5,6;8,02222333768611;"2011; 2018"
1406;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2013;Eastern Europe and Central Asia;NBFI;KMF;2013-12-31;458;1996;1;100571;4;128657317,34;98373;0;0;0;159096;34831;66508;0;117874367,48;52049491,080;64378935,06000;0,00;740,90;0,0803;0,1299;1,1744;0,3568;0,0940;0,2124;287,5356;211,2869;0,016000;0,014100;0,0003;0,0003;4;TRUE;-4,13516655674235611;-4,2615804815980143;17;5,58432488820512e-01;6,60786686029083;8,75330400801094e-02;11,49652165514455;4,48511703481149038;42,95400000000000;77,258;4,230698009816900;10,63497383433310;4,503545569627110;0,1442755792269190;27,1;5,8464091732045897;34,86671228931419;3,273856953699710;70,5531913219181064;50,0;68,3;85,3;-0,93091529607772805;-0,620747625827788974;-0,375282853841782005;-1,242598891258239968;-0,71620380878448497;-0,402473896741867010;23720,81607160340;562677115,10283816;27,5;0,792;0,627264;63,00000000;6,2;5,3;8,02222333768611;"2011; 2018"
1407;Kazmicrofinance, LLC (formerly KLF);Kazakhstan;2014;Eastern Europe and Central Asia;NBFI;KMF;2014-12-31;458;1996;1;100571;2;178691462,96;128756;0;0;0;201691;120853;80838;0;154346938,78;72912995,450;80386527,17000;0,00;765,26;0,0663;0,1038;1,3386;0,3582;0,0839;0,1817;245,8862;154,7946;0,013800;0,011600;0,0019;0,0015;4;TRUE;-4,28308668681897764;-4,4567501808698182;18;5,27603229281228e-01;6,64022137351584;1,46457730222303e-01;11,76567441938189;2,67672092464575018;42,88200000000000;77,294;3,300631726662180;10,31824362784830;4,329552461644730;0,1812794786760930;27,0;6,7065782909272604;33,52664210933175;3,386591724702790;72,0022249829418968;50,0;68,3;87,9;-0,82542943954467796;-0,074625477194786100;-0,239125564694404991;-1,183916449546809968;-0,60933089256286599;0,036018155515193898;24355,75611888870;593202856,12278438;27,4;0,799;0,638401;63,70000000;5,9;5,0;8,02222333768611;"2011; 2018"
